tSNE_1	tSNE_2	use.colors	cells
PBS_Cells_123	-29.5301290951997	-2.14609111512649	#87ceeb	NN_1
PBS_Cells_157	-13.4456478560493	4.28240182350015	#87ceeb	NN_1
PBS_Cells_174	-14.0946509295086	5.1587398838049	#87ceeb	NN_1
PBS_Cells_186	-19.2719267778516	1.93724055155679	#87ceeb	NN_1
PBS_Cells_195	-12.8817098771762	-5.41686447017769	#87ceeb	NN_1
PBS_Cells_202	-20.9297086286896	-8.86206271820598	#87ceeb	NN_1
PBS_Cells_211	-26.8884567378649	-0.926789865887311	#87ceeb	NN_1
PBS_Cells_228	-20.5776430707776	2.17122552249086	#87ceeb	NN_1
PBS_Cells_248	-25.7216188768924	-5.68586528226455	#87ceeb	NN_1
PBS_Cells_330	-12.845697055497	-1.93633352170607	#87ceeb	NN_1
PBS_Cells_332	-13.2818335030299	-1.9513215874986	#87ceeb	NN_1
PBS_Cells_391	-14.3525000193523	-1.92090765272063	#87ceeb	NN_1
PBS_Cells_398	-20.4253164791347	0.885680857646216	#87ceeb	NN_1
PBS_Cells_402	-11.0954778694048	-4.53515004062401	#87ceeb	NN_1
PBS_Cells_421	-29.4757787654199	-2.89834130008307	#87ceeb	NN_1
PBS_Cells_432	-25.3115605757965	-7.09944084630746	#87ceeb	NN_1
PBS_Cells_435	-19.8151801972372	3.88990779018407	#87ceeb	NN_1
PBS_Cells_440	-27.8467422179389	-2.89284790848067	#87ceeb	NN_1
PBS_Cells_442	-21.4706531061398	8.25126784323997	#87ceeb	NN_1
PBS_Cells_445	-13.1312835593651	-5.38688569828225	#87ceeb	NN_1
PBS_Cells_458	-31.9945828217814	1.74301638994784	#87ceeb	NN_1
PBS_Cells_469	-23.6176140233635	-5.96988893768332	#87ceeb	NN_1
PBS_Cells_472	-15.4405312620409	-4.70425462218256	#87ceeb	NN_1
PBS_Cells_490	-31.6701564502052	1.41777906064481	#87ceeb	NN_1
PBS_Cells_504	-31.8006008574216	0.849902644055253	#87ceeb	NN_1
PBS_Cells_531	-27.1613364783973	-5.53517880689017	#87ceeb	NN_1
PBS_Cells_538	-20.8345622199025	-8.80713275079151	#87ceeb	NN_1
PBS_Cells_559	-4.00380532495677	-8.33684816946276	#87ceeb	NN_1
PBS_Cells_560	-18.6548937682492	5.66970068570555	#87ceeb	NN_1
PBS_Cells_561	-3.86516127826313	-8.22833174878188	#87ceeb	NN_1
PBS_Cells_572	-14.4801143506473	-1.48161456816408	#87ceeb	NN_1
PBS_Cells_591	-13.6396607143948	4.2453737835786	#87ceeb	NN_1
PBS_Cells_594	-8.61372401269931	-21.7633016530514	#87ceeb	NN_1
PBS_Cells_605	-21.821177846785	3.07684415414855	#87ceeb	NN_1
PBS_Cells_623	-17.1453449765406	4.46937005996961	#87ceeb	NN_1
PBS_Cells_627	-11.3539447302096	-3.43439285593038	#87ceeb	NN_1
PBS_Cells_632	-30.1611789897649	-2.40715805211299	#87ceeb	NN_1
PBS_Cells_648	-14.732061626385	-6.40573944231387	#87ceeb	NN_1
PBS_Cells_651	-10.810025971457	-1.7545986736737	#87ceeb	NN_1
PBS_Cells_654	-18.7653314167786	1.39460261707579	#87ceeb	NN_1
PBS_Cells_680	-12.589270518505	-2.34583345699507	#87ceeb	NN_1
PBS_Cells_685	-12.9647119121543	-1.78822043954664	#87ceeb	NN_1
PBS_Cells_719	-19.6898153174136	3.11273181874235	#87ceeb	NN_1
PBS_Cells_725	-18.9750727154766	1.60956675640312	#87ceeb	NN_1
PBS_Cells_742	-18.3969596347398	2.93109851757456	#87ceeb	NN_1
PBS_Cells_751	-31.0363157238174	1.95062501549246	#87ceeb	NN_1
PBS_Cells_755	-10.8737881643074	-1.84117333566514	#87ceeb	NN_1
PBS_Cells_768	-12.6046895502043	0.51022126024271	#87ceeb	NN_1
PBS_Cells_776	-25.1011646072162	-7.38891191545245	#87ceeb	NN_1
PBS_Cells_779	-11.5709824404568	2.02713075008533	#87ceeb	NN_1
PBS_Cells_780	-19.6942039631114	0.137746704524118	#87ceeb	NN_1
PBS_Cells_795	-20.0180864586533	4.01634683329668	#87ceeb	NN_1
PBS_Cells_803	-27.5210580097386	-5.1155821832873	#87ceeb	NN_1
PBS_Cells_815	-31.0247420353446	1.87934253784028	#87ceeb	NN_1
PBS_Cells_817	-31.9123576921011	0.471136969393569	#87ceeb	NN_1
PBS_Cells_820	-10.9015022227964	-2.03799002113724	#87ceeb	NN_1
PBS_Cells_839	-16.9145674105717	6.41239542924452	#87ceeb	NN_1
PBS_Cells_840	-14.325567512738	-2.1023340652755	#87ceeb	NN_1
PBS_Cells_849	-20.4204758642391	3.94866477188186	#87ceeb	NN_1
PBS_Cells_852	-17.6808232624554	2.76827488444526	#87ceeb	NN_1
PBS_Cells_853	-26.7644355995023	-4.05797482401716	#87ceeb	NN_1
PBS_Cells_869	-17.9669639202967	-5.38074282935901	#87ceeb	NN_1
PBS_Cells_881	-28.4814207380653	-3.67297617789059	#87ceeb	NN_1
IL4_Cells_6	-13.4661939705921	-5.13499860662259	#87ceeb	NN_1
IL4_Cells_15	-14.7761105601795	-4.03144108927769	#87ceeb	NN_1
IL4_Cells_32	-15.551575184125	-4.15648343589426	#87ceeb	NN_1
IL4_Cells_38	-15.2591192196114	-4.871518641767	#87ceeb	NN_1
IL4_Cells_48	-21.5123589230273	4.69379091473437	#87ceeb	NN_1
IL4_Cells_118	-21.9869453777353	6.44563265105729	#87ceeb	NN_1
IL4_Cells_126	-13.1974309226691	-4.38341914398185	#87ceeb	NN_1
IL4_Cells_132	-15.4603267866935	-4.18281258919963	#87ceeb	NN_1
IL4_Cells_141	-30.7764930133322	1.08090615749907	#87ceeb	NN_1
IL4_Cells_143	-12.1323034764447	-3.00030228690419	#87ceeb	NN_1
IL4_Cells_144	-20.6405789658038	-0.42077968800709	#87ceeb	NN_1
IL4_Cells_161	-14.1554593456873	-6.65083411271601	#87ceeb	NN_1
IL4_Cells_197	-16.2989550506897	-1.32527705983931	#87ceeb	NN_1
IL4_Cells_217	-11.8085178888604	-7.998449921353	#87ceeb	NN_1
IL4_Cells_263	-15.4060101514971	3.09278639944606	#87ceeb	NN_1
IL4_Cells_264	-16.4674958009068	-5.50516826773293	#87ceeb	NN_1
IL4_Cells_266	-30.9826324106254	0.87527513989349	#87ceeb	NN_1
IL4_Cells_272	-15.7980320964367	-5.13664255612379	#87ceeb	NN_1
IL4_Cells_276	-22.1766349372997	4.20543668116131	#87ceeb	NN_1
IL4_Cells_293	-12.2129901401005	-3.40675496825247	#87ceeb	NN_1
IL4_Cells_314	-26.0627393642286	-6.21693863116231	#87ceeb	NN_1
IL4_Cells_327	-22.937838902052	-6.62960538934141	#87ceeb	NN_1
IL4_Cells_339	-16.8944593286333	-0.37328349940216	#87ceeb	NN_1
IL4_Cells_348	-18.1741985570475	0.557854145720455	#87ceeb	NN_1
IL4_Cells_375	-27.6637576282969	-5.38063599302137	#87ceeb	NN_1
IL4_Cells_395	-12.4050091712137	-7.57012754475837	#87ceeb	NN_1
IL4_Cells_401	-11.3521436384164	-8.2748341356641	#87ceeb	NN_1
IL4_Cells_405	-28.1423932731415	-3.01694733505386	#87ceeb	NN_1
IL4_Cells_407	-16.082661429122	0.538427905407508	#87ceeb	NN_1
IL4_Cells_436	-17.1512462795523	0.575062190010707	#87ceeb	NN_1
IL4_Cells_438	-20.1293253274983	1.48230179964088	#87ceeb	NN_1
IL4_Cells_442	-19.5387027851864	-6.45326914621148	#87ceeb	NN_1
IL4_Cells_459	-15.7260228503558	-0.263437819102464	#87ceeb	NN_1
IL4_Cells_482	-16.859712058868	1.347555267644	#87ceeb	NN_1
IL4_Cells_499	-28.0186525310236	-5.0142003294911	#87ceeb	NN_1
IL4_Cells_551	-30.9234917137313	0.795863159867599	#87ceeb	NN_1
IL4_Cells_563	-22.540981553361	6.14111018828617	#87ceeb	NN_1
IL4_Cells_600	-13.6484847666644	-3.2820087293747	#87ceeb	NN_1
IL4_Cells_617	-13.5558911914347	-4.37742812728286	#87ceeb	NN_1
